"profile","member_id","source_url","input_phrase","candidate_origin","resolved_phrase","disposition","reason","concept_id","concept_id_system","umls_canonical_label","preferred_display_label","mesh_preferred_label","source_vocabulary","semantic_types","match_method","lexical_score","confidence_0_10","umbrella_id","umbrella_label","umbrella_rule_id","scopus_supporting_publications","scopus_latest_year"
"Aaron Gruber","mem_bd2c4a5235","https://profiles.ucalgary.ca/aaron-gruber","attention deficit disorder","legacy_publishable_tag | permissive_extractor","attention deficit disorder","accepted","trusted legacy publishable tag with an exact MeSH match and curated HBI umbrella","D001289","MeSH","","Attention Deficit Disorder with Hyperactivity","Attention Deficit Disorder with Hyperactivity","MSH","","mesh_trusted_entry_term","0.97","9.7","HBI-MED-001","Mental Health","MESH-MH-001","0","0"
"Aaron Gruber","mem_bd2c4a5235","https://profiles.ucalgary.ca/aaron-gruber","autism","permissive_extractor | structured_source","autism","accepted","filtered UMLS concept with curated HBI umbrella","C0004352","UMLS_CUI","Autistic Disorder","Autistic Disorder","Autistic Disorder","MSH","Mental or Behavioral Dysfunction","umls_exact","0.174","9.73","HBI-MED-001","Mental Health","MESH-MH-001","0","0"
"Aaron Gruber","mem_bd2c4a5235","https://profiles.ucalgary.ca/aaron-gruber","Autistic Disorder","legacy_publishable_tag","Autistic Disorder","accepted","trusted legacy publishable tag with an exact MeSH match and curated HBI umbrella","D001321","MeSH","","Autistic Disorder","Autistic Disorder","MSH","","mesh_trusted_preferred","1.0","10.0","HBI-MED-001","Mental Health","MESH-MH-001","0","0"
"Aaron Gruber","mem_bd2c4a5235","https://profiles.ucalgary.ca/aaron-gruber","depression","legacy_publishable_tag | permissive_extractor","depression","accepted","trusted legacy publishable tag with an exact MeSH match and curated HBI umbrella","D003863","MeSH","","Depression","Depression","MSH","","mesh_trusted_preferred","1.0","10.0","HBI-MED-001","Mental Health","MESH-MH-001","1","2022"
"Aaron Gruber","mem_bd2c4a5235","https://profiles.ucalgary.ca/aaron-gruber","environmental toxins","legacy_publishable_tag | permissive_extractor","environmental toxins","review","broad UMLS words result retained for manual review","C0269775","UMLS_CUI","fetal abnormality due to environmental toxins","fetal abnormality due to environmental toxins","","MEDCIN","Disease or Syndrome","umls_words","0.486","8.06","","","","0","0"
"Aaron Gruber","mem_bd2c4a5235","https://profiles.ucalgary.ca/aaron-gruber","inflammatory molecules","legacy_publishable_tag | permissive_extractor","inflammatory molecules","unresolved","no sufficiently similar medical UMLS or MeSH concept","","","","","","","","","0.0","0.0","","","","0","0"
"Aaron Gruber","mem_bd2c4a5235","https://profiles.ucalgary.ca/aaron-gruber","machine learning","legacy_publishable_tag | permissive_extractor | structured_source","machine learning","accepted","trusted legacy publishable tag with an exact MeSH match; umbrella classification is optional","D000069550","MeSH","","Machine Learning","Machine Learning","MSH","","mesh_trusted_preferred","1.0","10.0","","","","1","2019"
"Aaron Gruber","mem_bd2c4a5235","https://profiles.ucalgary.ca/aaron-gruber","Mental Health","structured_source","Mental Health","accepted","filtered UMLS concept with curated HBI umbrella","C0025353","UMLS_CUI","mental health","Mental Health","Mental Health","MSH","Mental Process","umls_exact","1.0","9.53","HBI-MED-001","Mental Health","MESH-MH-001","0","0"
"Aaron Gruber","mem_bd2c4a5235","https://profiles.ucalgary.ca/aaron-gruber","Mitochondria","structured_source","Mitochondria","accepted","filtered UMLS concept with curated HBI umbrella","C0026237","UMLS_CUI","Mitochondria","Mitochondria","Mitochondria","MSH","Cell Component","umls_exact","1.0","10.0","HBI-MED-010","Cellular and Molecular Neuroscience","MESH-CELL-001","0","0"
"Aaron Gruber","mem_bd2c4a5235","https://profiles.ucalgary.ca/aaron-gruber","Neurodevelopmental Disorders","structured_source","Neurodevelopmental Disorders","accepted","filtered UMLS concept with curated HBI umbrella","C1535926","UMLS_CUI","Neurodevelopmental Disorders","Neurodevelopmental Disorders","Neurodevelopmental Disorders","MSH","Mental or Behavioral Dysfunction","umls_exact","1.0","10.0","HBI-MED-001","Mental Health","MESH-MH-001","0","0"
"Aaron Gruber","mem_bd2c4a5235","https://profiles.ucalgary.ca/aaron-gruber","neuromodulators like dopamine","legacy_publishable_tag | permissive_extractor","Neurotransmitter Agents","accepted","filtered UMLS concept with curated HBI umbrella","C0243051","UMLS_CUI","Neurotransmitter Agents","Neurotransmitter Agents","Neurotransmitter Agents","MSH","Pharmacologic Substance","umls_exact","1.0","10.0","HBI-MED-008","Pharmacology and Therapeutics","MESH-PHARM-001","0","0"
"Aaron Phillips","mem_c57a8f39f9","https://profiles.ucalgary.ca/aaron-phillips","biomedical engineering","legacy_publishable_tag | permissive_extractor","biomedical engineering","accepted","trusted legacy publishable tag with an exact MeSH match and curated HBI umbrella","D001698","MeSH","","Biomedical Engineering","Biomedical Engineering","MSH","","mesh_trusted_preferred","1.0","10.0","HBI-MED-013","Neuroengineering and Medical Technology","MESH-NEUROTECH-001","0","0"
"Aaron Phillips","mem_c57a8f39f9","https://profiles.ucalgary.ca/aaron-phillips","brain canada leader","permissive_extractor","brain canada leader","unresolved","no sufficiently similar medical UMLS or MeSH concept","","","","","","","","","0.0","0.0","","","","0","0"
"Aaron Phillips","mem_c57a8f39f9","https://profiles.ucalgary.ca/aaron-phillips","brain computer interfaces","legacy_publishable_tag | permissive_extractor","brain computer interfaces","accepted","trusted legacy publishable tag with an exact MeSH match and curated HBI umbrella","D062207","MeSH","","Brain-Computer Interfaces","Brain-Computer Interfaces","MSH","","mesh_trusted_preferred","1.0","10.0","HBI-MED-013","Neuroengineering and Medical Technology","MESH-NEUROTECH-001","0","0"
"Aaron Phillips","mem_c57a8f39f9","https://profiles.ucalgary.ca/aaron-phillips","Cardiovascular System","legacy_publishable_tag","Cardiovascular System","accepted","trusted legacy publishable tag with an exact MeSH match and curated HBI umbrella","D002319","MeSH","","Cardiovascular System","Cardiovascular System","MSH","","mesh_trusted_preferred","1.0","10.0","HBI-MED-006","Cardiovascular Health","MESH-CARDIO-001","0","0"
"Aaron Phillips","mem_c57a8f39f9","https://profiles.ucalgary.ca/aaron-phillips","cardiovascular systems","permissive_extractor","cardiovascular systems","accepted","local MeSH fallback after broad UMLS candidate search","D002319","MeSH","","Cardiovascular System","Cardiovascular System","MSH","","mesh_fallback","1.0","9.0","HBI-MED-006","Cardiovascular Health","MESH-CARDIO-001","0","0"
"Aaron Phillips","mem_c57a8f39f9","https://profiles.ucalgary.ca/aaron-phillips","has driven the development of enhanced monitoring","permissive_extractor","has driven the development of enhanced monitoring","unresolved","no sufficiently similar medical UMLS or MeSH concept","","","","","","","","","0.0","0.0","","","","0","0"
"Aaron Phillips","mem_c57a8f39f9","https://profiles.ucalgary.ca/aaron-phillips","he studies the interactions between the nervous","permissive_extractor","he studies the interactions between the nervous","rejected","narrative fragment","","","","","","","","","0.0","0.0","","","","0","0"
"Aaron Phillips","mem_c57a8f39f9","https://profiles.ucalgary.ca/aaron-phillips","leads a graduate-level course on commercializing medical neuro-technologies","permissive_extractor","leads a graduate-level course on commercializing medical neuro-technologies","rejected","sentence-like narrative fragment","","","","","","","","","0.0","0.0","","","","0","0"
"Aaron Phillips","mem_c57a8f39f9","https://profiles.ucalgary.ca/aaron-phillips","neurostimulation hardware","legacy_publishable_tag | permissive_extractor","neurostimulation hardware","accepted","reviewed local alias plus MeSH hierarchy umbrella","D004599","MeSH","","Electric Stimulation Therapy","Electric Stimulation Therapy","MSH","","mesh_reviewed_alias","1.0","9.0","HBI-MED-013","Neuroengineering and Medical Technology","MESH-NEUROTECH-001","0","0"
"Aaron Phillips","mem_c57a8f39f9","https://profiles.ucalgary.ca/aaron-phillips","pharmacology","legacy_publishable_component","pharmacology","accepted","trusted legacy publishable tag with an exact MeSH match and curated HBI umbrella","D010600","MeSH","","Pharmacology","Pharmacology","MSH","","mesh_trusted_preferred","1.0","10.0","HBI-MED-008","Pharmacology and Therapeutics","MESH-PHARM-001","0","0"
"Aaron Phillips","mem_c57a8f39f9","https://profiles.ucalgary.ca/aaron-phillips","physiology","legacy_publishable_component","physiology","accepted","trusted legacy publishable tag with an exact MeSH match and curated HBI umbrella","D010827","MeSH","","Physiology","Physiology","MSH","","mesh_trusted_preferred","1.0","10.0","HBI-MED-015","Physiology and Systems Biology","MESH-PHYS-001","4","2014"
"Aaron Phillips","mem_c57a8f39f9","https://profiles.ucalgary.ca/aaron-phillips","pins prize in neuromodulation from science","permissive_extractor","pins prize in neuromodulation from science","unresolved","no sufficiently similar medical UMLS or MeSH concept","","","","","","","","","0.0","0.0","","","","0","0"
"Aaron Phillips","mem_c57a8f39f9","https://profiles.ucalgary.ca/aaron-phillips","therapeutics for neurological","legacy_publishable_tag | permissive_extractor","Therapeutics","accepted","filtered UMLS concept with curated HBI umbrella","C0087111","UMLS_CUI","Therapeutic procedure","Therapeutics","Therapeutics","MSH","Therapeutic or Preventive Procedure","umls_exact","0.267","9.73","HBI-MED-008","Pharmacology and Therapeutics","MESH-PHARM-001","0","0"
"Abdullah Al Maruf","mem_529c362d70","https://profiles.ucalgary.ca/abdullah-al-maruf","adverse drug reactions","legacy_publishable_tag | permissive_extractor | structured_source","adverse drug reactions","accepted","trusted legacy publishable tag with an exact MeSH match; umbrella classification is optional","D064420","MeSH","","Drug-Related Side Effects and Adverse Reactions","Drug-Related Side Effects and Adverse Reactions","MSH","","mesh_trusted_entry_term","0.9","9.0","","","","0","0"
"Abdullah Al Maruf","mem_529c362d70","https://profiles.ucalgary.ca/abdullah-al-maruf","health outcomes","legacy_publishable_tag | permissive_extractor","health outcomes","review","broad UMLS words result retained for manual review","C5235906","UMLS_CUI","Health Disparity Outcomes","Health Disparity Outcomes","","NCI","Finding","umls_words","0.7","8.0","","","","0","0"
"Abdullah Al Maruf","mem_529c362d70","https://profiles.ucalgary.ca/abdullah-al-maruf","Induced Liver Injury","legacy_publishable_tag","Induced Liver Injury","review","broad UMLS words result retained for manual review","C3658290","UMLS_CUI","Drug-Induced Acute Liver Injury","Drug Induced Acute Liver Injury","Drug Induced Acute Liver Injury","MSH","Disease or Syndrome","umls_words","0.674","8.81","","","","0","0"
"Abdullah Al Maruf","mem_529c362d70","https://profiles.ucalgary.ca/abdullah-al-maruf","maruf investigated the connections between inflammation","permissive_extractor","maruf investigated the connections between inflammation","unresolved","no sufficiently similar medical UMLS or MeSH concept","","","","","","","","","0.0","0.0","","","","0","0"
"Abdullah Al Maruf","mem_529c362d70","https://profiles.ucalgary.ca/abdullah-al-maruf","Pharmacogenomics","structured_source","Pharmacogenomics","accepted","local MeSH fallback after broad UMLS candidate search","D010597","MeSH","","Pharmacogenetics","Pharmacogenetics","MSH","","mesh_fallback","1.0","9.7","HBI-MED-008","Pharmacology and Therapeutics","MESH-PHARM-001","0","0"
"Abdullah Al Maruf","mem_529c362d70","https://profiles.ucalgary.ca/abdullah-al-maruf","Pharmacovigilance","structured_source","Pharmacovigilance","review","medical UMLS concept found; HBI umbrella requires review","C3178990","UMLS_CUI","Pharmacovigilance","Pharmacovigilance","Pharmacovigilance","MSH","Research Activity","umls_exact","1.0","9.5","","","","0","0"
"Abdullah Al Maruf","mem_529c362d70","https://profiles.ucalgary.ca/abdullah-al-maruf","population therapeutics","legacy_publishable_tag | permissive_extractor","Therapeutics","accepted","filtered UMLS concept with curated HBI umbrella","C0087111","UMLS_CUI","Therapeutic procedure","Therapeutics","Therapeutics","MSH","Therapeutic or Preventive Procedure","umls_exact","0.267","9.73","HBI-MED-008","Pharmacology and Therapeutics","MESH-PHARM-001","0","0"
"Abdullah Al Maruf","mem_529c362d70","https://profiles.ucalgary.ca/abdullah-al-maruf","population therapeutics and health outcomes","permissive_extractor | structured_source","Therapeutics","accepted","filtered UMLS concept with curated HBI umbrella","C0087111","UMLS_CUI","Therapeutic procedure","Therapeutics","Therapeutics","MSH","Therapeutic or Preventive Procedure","umls_exact","0.267","9.73","HBI-MED-008","Pharmacology and Therapeutics","MESH-PHARM-001","0","0"
"Abdullah Al Maruf","mem_529c362d70","https://profiles.ucalgary.ca/abdullah-al-maruf","precision pharmacotherapy","legacy_publishable_tag | permissive_extractor | structured_source","Drug Therapy","accepted","filtered UMLS concept with curated HBI umbrella","C0013216","UMLS_CUI","Pharmacotherapy","Drug Therapy","Drug Therapy","MSH","Therapeutic or Preventive Procedure","umls_exact","0.237","9.73","HBI-MED-008","Pharmacology and Therapeutics","MESH-PHARM-001","0","0"
"Abdullah Al Maruf","mem_529c362d70","https://profiles.ucalgary.ca/abdullah-al-maruf","roles of carbonyl metabolizing enzymes in health","permissive_extractor","roles of carbonyl metabolizing enzymes in health","unresolved","no sufficiently similar medical UMLS or MeSH concept","","","","","","","","","0.0","0.0","","","","0","0"
"Abdullah Al Maruf","mem_529c362d70","https://profiles.ucalgary.ca/abdullah-al-maruf","scholarship of teaching and learning","permissive_extractor | structured_source","Learning","accepted","filtered UMLS concept with curated HBI umbrella","C0023185","UMLS_CUI","Learning","Learning","Learning","MSH","Mental Process","umls_exact","1.0","9.53","HBI-MED-011","Cognitive and Behavioural Neuroscience","MESH-COG-001","0","0"
"Abdullah Al Maruf","mem_529c362d70","https://profiles.ucalgary.ca/abdullah-al-maruf","translational pharmacotherapy","legacy_publishable_tag | permissive_extractor | structured_source","Drug Therapy","accepted","filtered UMLS concept with curated HBI umbrella","C0013216","UMLS_CUI","Pharmacotherapy","Drug Therapy","Drug Therapy","MSH","Therapeutic or Preventive Procedure","umls_exact","0.237","9.73","HBI-MED-008","Pharmacology and Therapeutics","MESH-PHARM-001","0","0"
"Abdullah Al Maruf","mem_529c362d70","https://profiles.ucalgary.ca/abdullah-al-maruf","xenobiotic-induced liver injury","permissive_extractor","xenobiotic-induced liver injury","unresolved","no sufficiently similar medical UMLS or MeSH concept","","","","","","","","","0.0","0.0","","","","0","0"
"Adel Gabriel","mem_5f5dfc3246","https://profiles.ucalgary.ca/adel-gabriel","anxiety disorders","legacy_publishable_tag | permissive_extractor","anxiety disorders","accepted","trusted legacy publishable tag with an exact MeSH match and curated HBI umbrella","D001008","MeSH","","Anxiety Disorders","Anxiety Disorders","MSH","","mesh_trusted_preferred","1.0","10.0","HBI-MED-001","Mental Health","MESH-MH-001","0","0"
"Adel Gabriel","mem_5f5dfc3246","https://profiles.ucalgary.ca/adel-gabriel","attention deficit disorder","legacy_publishable_tag | permissive_extractor","attention deficit disorder","accepted","trusted legacy publishable tag with an exact MeSH match and curated HBI umbrella","D001289","MeSH","","Attention Deficit Disorder with Hyperactivity","Attention Deficit Disorder with Hyperactivity","MSH","","mesh_trusted_entry_term","0.97","9.7","HBI-MED-001","Mental Health","MESH-MH-001","0","0"
"Adel Gabriel","mem_5f5dfc3246","https://profiles.ucalgary.ca/adel-gabriel","clinical outcomes","legacy_publishable_tag | permissive_extractor","clinical outcomes","review","broad UMLS words result retained for manual review","C4273501","UMLS_CUI","Assessment using Clinical Outcomes in Routine Evaluation 10","Assessment using Clinical Outcomes in Routine Evaluation 10","","SNOMEDCT_US","Diagnostic Procedure","umls_words","0.379","8.11","","","","0","0"
"Adel Gabriel","mem_5f5dfc3246","https://profiles.ucalgary.ca/adel-gabriel","mood disorders","legacy_publishable_tag | permissive_extractor","mood disorders","accepted","trusted legacy publishable tag with an exact MeSH match and curated HBI umbrella","D019964","MeSH","","Mood Disorders","Mood Disorders","MSH","","mesh_trusted_preferred","1.0","10.0","HBI-MED-001","Mental Health","MESH-MH-001","0","0"
"Adriana Zardini Buzatto","mem_9f51021d60","https://profiles.ucalgary.ca/adriana-zardini-buzatto","alzheimer disease","legacy_publishable_tag | permissive_extractor","alzheimer disease","accepted","trusted legacy publishable tag with an exact MeSH match and curated HBI umbrella","D000544","MeSH","","Alzheimer Disease","Alzheimer Disease","MSH","","mesh_trusted_preferred","1.0","10.0","HBI-MED-002","Neurological Disorders","MESH-NEURO-001","0","0"
"Adriana Zardini Buzatto","mem_9f51021d60","https://profiles.ucalgary.ca/adriana-zardini-buzatto","Biochemical Pathway","legacy_publishable_tag","Biochemical Pathway","review","medical UMLS concept found without a MeSH representation","C1704259","UMLS_CUI","Biochemical Pathway","Biochemical Pathway","","MTH","Molecular Function","umls_exact","1.0","9.35","","","","0","0"
"Adriana Zardini Buzatto","mem_9f51021d60","https://profiles.ucalgary.ca/adriana-zardini-buzatto","biochemical pathways","permissive_extractor","biochemical pathways","review","medical UMLS concept found without a MeSH representation","C1704259","UMLS_CUI","Biochemical Pathway","Biochemical Pathway","","MTH","Molecular Function","umls_normalizedString","0.59","8.48","","","","0","0"
"Adriana Zardini Buzatto","mem_9f51021d60","https://profiles.ucalgary.ca/adriana-zardini-buzatto","bioinformatics","legacy_publishable_tag | permissive_extractor","bioinformatics","accepted","trusted legacy publishable tag with an exact MeSH match; umbrella classification is optional","D019295","MeSH","","Computational Biology","Computational Biology","MSH","","mesh_trusted_entry_term","0.9","9.0","","","","0","0"
"Adriana Zardini Buzatto","mem_9f51021d60","https://profiles.ucalgary.ca/adriana-zardini-buzatto","exposomics - environmental lipidomics","legacy_publishable_tag | permissive_extractor | structured_source","exposomics - environmental lipidomics","unresolved","no sufficiently similar medical UMLS or MeSH concept","","","","","","","","","0.0","0.0","","","","0","0"
"Adriana Zardini Buzatto","mem_9f51021d60","https://profiles.ucalgary.ca/adriana-zardini-buzatto","intercellular communication","legacy_publishable_tag | permissive_extractor","intercellular communication","accepted","trusted legacy publishable tag with an exact MeSH match; umbrella classification is optional","D002450","MeSH","","Cell Communication","Cell Communication","MSH","","mesh_trusted_entry_term","0.97","9.7","","","","0","0"
"Adriana Zardini Buzatto","mem_9f51021d60","https://profiles.ucalgary.ca/adriana-zardini-buzatto","lipid differences amongst control","legacy_publishable_tag | permissive_extractor","lipid differences amongst control","unresolved","no sufficiently similar medical UMLS or MeSH concept","","","","","","","","","0.0","0.0","","","","0","0"
"Adriana Zardini Buzatto","mem_9f51021d60","https://profiles.ucalgary.ca/adriana-zardini-buzatto","Lipid Metabolism","legacy_publishable_tag","Lipid Metabolism","accepted","trusted legacy publishable tag with an exact MeSH match; umbrella classification is optional","D050356","MeSH","","Lipid Metabolism","Lipid Metabolism","MSH","","mesh_trusted_preferred","1.0","10.0","","","","0","0"
"Adriana Zardini Buzatto","mem_9f51021d60","https://profiles.ucalgary.ca/adriana-zardini-buzatto","lipid species in human metabolism","permissive_extractor","lipid species in human metabolism","unresolved","no sufficiently similar medical UMLS or MeSH concept","","","","","","","","","0.0","0.0","","","","0","0"
"Adriana Zardini Buzatto","mem_9f51021d60","https://profiles.ucalgary.ca/adriana-zardini-buzatto","lipidomics (analytical methods","legacy_publishable_tag | permissive_extractor","lipidomics (analytical methods","unresolved","no sufficiently similar medical UMLS or MeSH concept","","","","","","","","","0.0","0.0","","","","0","0"
"Adriana Zardini Buzatto","mem_9f51021d60","https://profiles.ucalgary.ca/adriana-zardini-buzatto","lipidomics (analytical methods using chromatography and mass spectrometry","permissive_extractor","lipidomics (analytical methods using chromatography and mass spectrometry","unresolved","no sufficiently similar medical UMLS or MeSH concept","","","","","","","","","0.0","0.0","","","","0","0"
"Adriana Zardini Buzatto","mem_9f51021d60","https://profiles.ucalgary.ca/adriana-zardini-buzatto","Lipidomics (analytical methods using chromatography and mass spectrometry, database creation, software development, data sciences)","structured_source","data sciences)","review","local MeSH fallback after broad UMLS candidate search","D000077488","MeSH","","Data Science","Data Science","MSH","","mesh_fallback","1.0","9.0","","","","0","0"
"Adriana Zardini Buzatto","mem_9f51021d60","https://profiles.ucalgary.ca/adriana-zardini-buzatto","lipidomics of extracellular vesicles","legacy_publishable_tag | permissive_extractor | structured_source","lipidomics of extracellular vesicles","unresolved","no sufficiently similar medical UMLS or MeSH concept","","","","","","","","","0.0","0.0","","","","0","0"
"Adriana Zardini Buzatto","mem_9f51021d60","https://profiles.ucalgary.ca/adriana-zardini-buzatto","lipids involved in neurodegeneration and aging","permissive_extractor | structured_source","lipids involved in neurodegeneration and aging","unresolved","no sufficiently similar medical UMLS or MeSH concept","","","","","","","","","0.0","0.0","","","","0","0"
"Adriana Zardini Buzatto","mem_9f51021d60","https://profiles.ucalgary.ca/adriana-zardini-buzatto","Mass Spectrometry","legacy_publishable_tag","Mass Spectrometry","accepted","trusted legacy publishable tag with an exact MeSH match; umbrella classification is optional","D013058","MeSH","","Mass Spectrometry","Mass Spectrometry","MSH","","mesh_trusted_preferred","1.0","10.0","","","","2","2021"
"Adriana Zardini Buzatto","mem_9f51021d60","https://profiles.ucalgary.ca/adriana-zardini-buzatto","mass spectrometry, database creation, software development, data sciences)","permissive_extractor","Mass Spectrometry","review","medical UMLS concept found; HBI umbrella requires review","C0037813","UMLS_CUI","Mass Spectrometry","Mass Spectrometry","Mass Spectrometry","MSH","Laboratory Procedure","umls_exact","1.0","9.85","","","","2","2021"
"Adriana Zardini Buzatto","mem_9f51021d60","https://profiles.ucalgary.ca/adriana-zardini-buzatto","mass spectrometry, database creation, software development, data sciences)","permissive_extractor","data sciences)","review","local MeSH fallback after broad UMLS candidate search","D000077488","MeSH","","Data Science","Data Science","MSH","","mesh_fallback","1.0","9.0","","","","0","0"
"Adriana Zardini Buzatto","mem_9f51021d60","https://profiles.ucalgary.ca/adriana-zardini-buzatto","microbial lipidomics","legacy_publishable_tag | permissive_extractor | structured_source","microbial lipidomics","unresolved","no sufficiently similar medical UMLS or MeSH concept","","","","","","","","","0.0","0.0","","","","0","0"
"Adriana Zardini Buzatto","mem_9f51021d60","https://profiles.ucalgary.ca/adriana-zardini-buzatto","physiological processes","legacy_publishable_tag | permissive_extractor","physiological processes","accepted","trusted legacy publishable tag with an exact MeSH match and curated HBI umbrella","D010829","MeSH","","Physiological Phenomena","Physiological Phenomena","MSH","","mesh_trusted_entry_term","0.97","9.7","HBI-MED-015","Physiology and Systems Biology","MESH-PHYS-001","0","0"
"Adriana Zardini Buzatto","mem_9f51021d60","https://profiles.ucalgary.ca/adriana-zardini-buzatto","role of lipid species in human metabolism","permissive_extractor","role of lipid species in human metabolism","unresolved","no sufficiently similar medical UMLS or MeSH concept","","","","","","","","","0.0","0.0","","","","0","0"
"Adriana Zardini Buzatto","mem_9f51021d60","https://profiles.ucalgary.ca/adriana-zardini-buzatto","semi-targeted lipidomics","legacy_publishable_tag | permissive_extractor","semi-targeted lipidomics","unresolved","no sufficiently similar medical UMLS or MeSH concept","","","","","","","","","0.0","0.0","","","","0","0"
"Adriana Zardini Buzatto","mem_9f51021d60","https://profiles.ucalgary.ca/adriana-zardini-buzatto","software development","legacy_publishable_tag | permissive_extractor","software development","unresolved","no sufficiently similar medical UMLS or MeSH concept","","","","","","","","","0.0","0.0","","","","0","0"
"Adrianna Giuffre","mem_9caecf64a4","https://profiles.ucalgary.ca/adrianna-giuffre","brain stimulation","legacy_publishable_tag | permissive_extractor | structured_source","brain stimulation","review","medical UMLS concept found without a MeSH representation","C0870227","UMLS_CUI","Brain stimulation","Brain stimulation","","SNOMEDCT_US","Therapeutic or Preventive Procedure","umls_exact","1.0","9.85","HBI-MED-008","Pharmacology and Therapeutics","MESH-PHARM-001","0","0"
"Adrianna Giuffre","mem_9caecf64a4","https://profiles.ucalgary.ca/adrianna-giuffre","clinical outcomes","legacy_publishable_tag | permissive_extractor","clinical outcomes","review","broad UMLS words result retained for manual review","C4273501","UMLS_CUI","Assessment using Clinical Outcomes in Routine Evaluation 10","Assessment using Clinical Outcomes in Routine Evaluation 10","","SNOMEDCT_US","Diagnostic Procedure","umls_words","0.379","8.11","","","","0","0"
"Adrianna Giuffre","mem_9caecf64a4","https://profiles.ucalgary.ca/adrianna-giuffre","depression","permissive_extractor","depression","accepted","filtered UMLS concept with curated HBI umbrella","C0011570","UMLS_CUI","Mental Depression","Depression","Depression","MSH","Mental or Behavioral Dysfunction","umls_exact","0.596","9.73","HBI-MED-001","Mental Health","MESH-MH-001","0","0"
"Adrianna Giuffre","mem_9caecf64a4","https://profiles.ucalgary.ca/adrianna-giuffre","Development Disorder","legacy_publishable_tag","Development Disorder","review","broad UMLS words result retained for manual review","C0524528","UMLS_CUI","Pervasive Development Disorder","Pervasive Development Disorders","Pervasive Development Disorders","MSH","Mental or Behavioral Dysfunction","umls_words","0.72","8.7","","","","0","0"
"Adrianna Giuffre","mem_9caecf64a4","https://profiles.ucalgary.ca/adrianna-giuffre","development of psychiatric disorders in children","permissive_extractor","Mental Disorders","accepted","filtered UMLS concept with curated HBI umbrella","C0004936","UMLS_CUI","Mental disorders","Mental Disorders","Mental Disorders","MSH","Mental or Behavioral Dysfunction","umls_exact","1.0","10.0","HBI-MED-001","Mental Health","MESH-MH-001","0","0"
"Adrianna Giuffre","mem_9caecf64a4","https://profiles.ucalgary.ca/adrianna-giuffre","epilepsy","legacy_publishable_tag | permissive_extractor | structured_source","epilepsy","accepted","trusted legacy publishable tag with an exact MeSH match and curated HBI umbrella","D004827","MeSH","","Epilepsy","Epilepsy","MSH","","mesh_trusted_preferred","1.0","10.0","HBI-MED-002","Neurological Disorders","MESH-NEURO-001","0","0"
"Adrianna Giuffre","mem_9caecf64a4","https://profiles.ucalgary.ca/adrianna-giuffre","individuals with neurological conditions","legacy_publishable_tag | permissive_extractor","individuals with neurological conditions","unresolved","no sufficiently similar medical UMLS or MeSH concept","","","","","","","","","0.0","0.0","","","","0","0"
"Adrianna Giuffre","mem_9caecf64a4","https://profiles.ucalgary.ca/adrianna-giuffre","Mental Depression","legacy_publishable_tag","Mental Depression","accepted","filtered UMLS concept with curated HBI umbrella","C0011570","UMLS_CUI","Mental Depression","Depression","Depression","MSH","Mental or Behavioral Dysfunction","umls_exact","1.0","10.0","HBI-MED-001","Mental Health","MESH-MH-001","0","0"
"Adrianna Giuffre","mem_9caecf64a4","https://profiles.ucalgary.ca/adrianna-giuffre","mental health","legacy_publishable_tag | permissive_extractor | structured_source","mental health","accepted","trusted legacy publishable tag with an exact MeSH match and curated HBI umbrella","D008603","MeSH","","Mental Health","Mental Health","MSH","","mesh_trusted_preferred","1.0","10.0","HBI-MED-001","Mental Health","MESH-MH-001","0","0"
"Adrianna Giuffre","mem_9caecf64a4","https://profiles.ucalgary.ca/adrianna-giuffre","multiple sclerosis","legacy_publishable_tag | permissive_extractor | structured_source","multiple sclerosis","accepted","trusted legacy publishable tag with an exact MeSH match and curated HBI umbrella","D009103","MeSH","","Multiple Sclerosis","Multiple Sclerosis","MSH","","mesh_trusted_preferred","1.0","10.0","HBI-MED-002","Neurological Disorders","MESH-NEURO-001","0","0"
"Adrianna Giuffre","mem_9caecf64a4","https://profiles.ucalgary.ca/adrianna-giuffre","neurodevelopment disorders","legacy_publishable_tag | permissive_extractor | structured_source","neurodevelopment disorders","accepted","reviewed local alias plus MeSH hierarchy umbrella","D065886","MeSH","","Neurodevelopmental Disorders","Neurodevelopmental Disorders","MSH","","mesh_reviewed_alias","1.0","9.5","HBI-MED-001","Mental Health","MESH-MH-001","0","0"
"Adrianna Giuffre","mem_9caecf64a4","https://profiles.ucalgary.ca/adrianna-giuffre","neuroimaging","legacy_publishable_tag | permissive_extractor | structured_source","neuroimaging","accepted","trusted legacy publishable tag with an exact MeSH match and curated HBI umbrella","D059906","MeSH","","Neuroimaging","Neuroimaging","MSH","","mesh_trusted_preferred","1.0","10.0","HBI-MED-005","Imaging and Diagnostics","MESH-IMG-001","0","0"
"Adrianna Giuffre","mem_9caecf64a4","https://profiles.ucalgary.ca/adrianna-giuffre","stroke","legacy_publishable_tag | permissive_extractor","stroke","accepted","trusted legacy publishable tag with an exact MeSH match and curated HBI umbrella","D020521","MeSH","","Stroke","Stroke","MSH","","mesh_trusted_preferred","1.0","10.0","HBI-MED-006","Cardiovascular Health","MESH-CARDIO-001","0","0"
